0.000000, 2.000000, 0.892000
0.000000, 7.000000, 0.892000
0.000000, 12.000000, 0.892000
0.000000, 17.000000, 0.892000
0.000000, 22.000000, 0.892000
0.000000, 27.000000, 0.892000
0.000000, 32.000000, 0.892000
0.000000, 37.000000, 0.892000
0.000000, 42.000000, 0.892000
0.000000, 47.000000, 0.892000
0.050000, 2.000000, 0.402000
0.050000, 7.000000, 0.206000
0.050000, 12.000000, 0.206000
0.050000, 17.000000, 0.206000
0.050000, 22.000000, 0.206000
0.050000, 27.000000, 0.304000
0.050000, 32.000000, 0.206000
0.050000, 37.000000, 0.304000
0.050000, 42.000000, 0.304000
0.050000, 47.000000, 0.108000
0.100000, 2.000000, 0.010000
0.100000, 7.000000, 0.010000
0.100000, 12.000000, 0.010000
0.100000, 17.000000, 0.010000
0.100000, 22.000000, 0.010000
0.100000, 27.000000, 0.010000
0.100000, 32.000000, 0.108000
0.100000, 37.000000, 0.010000
0.100000, 42.000000, 0.010000
0.100000, 47.000000, 0.010000
0.150000, 2.000000, 0.010000
0.150000, 7.000000, 0.010000
0.150000, 12.000000, 0.010000
0.150000, 17.000000, 0.010000
0.150000, 22.000000, 0.010000
0.150000, 27.000000, 0.010000
0.150000, 32.000000, 0.010000
0.150000, 37.000000, 0.010000
0.150000, 42.000000, 0.010000
0.150000, 47.000000, 0.010000
0.200000, 2.000000, 0.010000
0.200000, 7.000000, 0.010000
0.200000, 12.000000, 0.010000
0.200000, 17.000000, 0.010000
0.200000, 22.000000, 0.010000
0.200000, 27.000000, 0.010000
0.200000, 32.000000, 0.010000
0.200000, 37.000000, 0.010000
0.200000, 42.000000, 0.010000
0.200000, 47.000000, 0.010000
0.250000, 2.000000, 0.010000
0.250000, 7.000000, 0.010000
0.250000, 12.000000, 0.010000
0.250000, 17.000000, 0.010000
0.250000, 22.000000, 0.010000
0.250000, 27.000000, 0.010000
0.250000, 32.000000, 0.010000
0.250000, 37.000000, 0.010000
0.250000, 42.000000, 0.010000
0.250000, 47.000000, 0.010000
0.300000, 2.000000, 0.010000
0.300000, 7.000000, 0.010000
0.300000, 12.000000, 0.010000
0.300000, 17.000000, 0.010000
0.300000, 22.000000, 0.010000
0.300000, 27.000000, 0.010000
0.300000, 32.000000, 0.010000
0.300000, 37.000000, 0.010000
0.300000, 42.000000, 0.010000
0.300000, 47.000000, 0.010000
0.350000, 2.000000, 0.010000
0.350000, 7.000000, 0.010000
0.350000, 12.000000, 0.010000
0.350000, 17.000000, 0.010000
0.350000, 22.000000, 0.010000
0.350000, 27.000000, 0.010000
0.350000, 32.000000, 0.010000
0.350000, 37.000000, 0.010000
0.350000, 42.000000, 0.010000
0.350000, 47.000000, 0.010000
0.400000, 2.000000, 0.010000
0.400000, 7.000000, 0.010000
0.400000, 12.000000, 0.010000
0.400000, 17.000000, 0.010000
0.400000, 22.000000, 0.010000
0.400000, 27.000000, 0.010000
0.400000, 32.000000, 0.010000
0.400000, 37.000000, 0.010000
0.400000, 42.000000, 0.010000
0.400000, 47.000000, 0.010000
0.450000, 2.000000, 0.010000
0.450000, 7.000000, 0.010000
0.450000, 12.000000, 0.010000
0.450000, 17.000000, 0.010000
0.450000, 22.000000, 0.010000
0.450000, 27.000000, 0.010000
0.450000, 32.000000, 0.010000
0.450000, 37.000000, 0.010000
0.450000, 42.000000, 0.010000
0.450000, 47.000000, 0.010000
